day,vis,tmp,dew,slp,wnd_direc,wnd_scale,pm25,pm10,o3,no2,so2,co,AQI,Determining_Pollutant
2014-02-03,27500.0,-2.494642857142857,-33.33636363636363,1028.675,329.3774174258019,50.53093252337044,31.0,29.0,25.0,9.0,10.0,18.0,170,co
2014-02-04,8916.666666666666,-3.4482142857142857,-28.516363636363632,1029.725,323.5166664123447,11.650197811628717,63.0,74.0,20.0,17.0,28.0,18.0,170,co
2014-02-05,6247.727272727273,-3.392857142857143,-14.090909090909092,1028.85,135.6927807049013,7.473235126908022,175.0,88.0,17.0,24.0,36.0,25.0,226,pm25
2014-02-06,6694.545454545455,-1.2232142857142858,-11.257142857142854,1030.3625000000002,138.58754810737616,15.596606121898974,202.0,57.0,16.0,18.0,21.0,14.0,252,pm25
2014-02-07,2458.928571428572,-3.8017857142857134,-6.389285714285714,1026.0625,119.29267124185247,19.53792358680485,175.0,28.0,28.0,13.0,12.0,17.0,226,pm25
2014-02-08,16107.692307692309,-4.480357142857143,-17.089285714285715,1031.5875,346.9085557739142,44.00208733259192,108.0,9.0,26.0,8.0,9.0,,141,pm25
2014-02-09,23500.0,-6.226785714285714,-20.869642857142853,1036.9875,345.0480418715679,31.5930053497881,51.0,18.0,23.0,15.0,11.0,18.0,170,co
2014-02-10,10683.333333333334,-6.5375000000000005,-18.196428571428573,1033.4125,120.0247328708517,3.368889682502576,74.0,77.0,13.0,38.0,38.0,24.0,200,co
2014-02-11,4850.0,-5.110714285714287,-14.446428571428571,1028.7875,339.4424606737891,3.812639382484506,192.0,83.0,24.0,35.0,30.0,24.0,243,pm25
2014-02-12,5507.894736842105,-0.8321428571428571,-14.62857142857143,1034.5500000000002,121.44655504643292,15.75493991454436,205.0,116.0,17.0,34.0,44.0,28.0,255,pm25
2014-02-13,3750.0,-3.3285714285714287,-10.24642857142857,1032.775,113.6863810139348,12.625117335947223,261.0,186.0,11.0,43.0,43.0,36.0,312,pm25
2014-02-14,1898.148148148148,-2.6185185185185187,-8.124074074074075,1025.35,29.83147830644472,8.889194322178792,332.0,324.0,12.0,50.0,56.0,39.0,382,pm25
2014-02-15,1515.0943396226414,-1.481132075471698,-7.679245283018868,1025.4250000000002,16.163972202252655,13.79571973639526,408.0,173.0,25.0,39.0,45.0,31.0,439,pm25
2014-02-16,3585.714285714286,1.8053571428571429,-9.28,1031.525,158.53375576071758,11.823501141074546,322.0,56.0,28.0,27.0,37.0,21.0,372,pm25
2014-02-17,7423.076923076923,0.2285714285714286,-14.5875,1035.6375,154.6630435828095,22.06458455645612,161.0,54.0,21.0,25.0,21.0,12.0,212,pm25
